,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
307,Maruti Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
308,Maruti Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
309,Renault KWID,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
310,Mahindra XUV500,7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
311,Toyota Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
312,Hyundai i20,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
313,Hyundai Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,356000
314,Mahindra XUV500,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
315,Maruti Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
316,Hyundai Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
317,Mahindra XUV500,4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1150000
318,Maruti Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
319,Maruti Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
320,Honda City,12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
321,Maruti Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
322,Maruti Alto,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
323,Maruti Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
324,Hyundai i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
325,Maruti Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
326,Maruti Ciaz,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
327,Maruti Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
328,Mahindra Scorpio,4,42000,Dealer,Diesel,Manual,15.4,2523,75.0,7,935000
329,Hyundai Verna,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000
330,Maruti Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
331,Hyundai i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
332,Maruti Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
333,Maruti Swift Dzire,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
334,Maruti Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
335,Honda Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
336,Hyundai Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
337,Ford Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
338,Maruti Wagon R,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
339,Mahindra XUV500,8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,621000
340,Maruti Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
341,Maruti Swift Dzire,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
342,Honda Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
343,Maruti Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
344,Maruti Alto,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
345,Ford Ecosport,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
346,Hyundai i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
347,Mahindra XUV500,6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
348,Hyundai Grand,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,300000
349,Maruti Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
350,Maruti Ertiga,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
351,Hyundai i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
352,Hyundai Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
353,Hyundai Grand,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,455000
354,Maruti Wagon R,13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
355,Honda Amaze,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
356,Hyundai i20,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
357,Hyundai Verna,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
358,Honda Amaze,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
359,Hyundai Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,310000
360,Hyundai i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
361,Toyota Innova,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
362,Ford Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000
363,Maruti Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
364,Honda City,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
365,Maruti Baleno,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
366,Renault KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
367,Hyundai Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
368,Maruti Wagon R,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
369,Maruti Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
370,Renault KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
371,Mahindra XUV500,6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
372,Maruti Swift Dzire,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
373,Renault KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
374,Maruti Wagon R,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
375,Honda City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
376,Mahindra XUV500,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
377,Volkswagen Polo,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
378,Maruti Wagon R,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
379,Honda Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
380,Maruti Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
381,Hyundai i10,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
382,Maruti Swift,6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
383,Hyundai Verna,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
384,Maruti Swift Dzire,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
385,Maruti Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
386,Maruti Ciaz,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
387,Maruti Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
388,Renault KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
389,Maruti Alto,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
390,Maruti Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
391,Hyundai Verna,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
392,Renault KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
393,Hyundai Grand,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
394,Maruti Swift Dzire,3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,531000
395,Ford Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
396,Maruti Swift Dzire,6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
397,Maruti Alto,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
398,Honda City,12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000
399,Maruti Wagon R,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
400,Hyundai Verna,3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
401,Honda Amaze,6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000
402,Maruti Swift Dzire,6,84405,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
403,Maruti Swift Dzire,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
404,Maruti Swift,4,14838,Individual,Petrol,Manual,22.0,1197,81.8,5,525000
405,Maruti Wagon R,14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
406,Toyota Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
407,Maruti Vitara,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
408,Maruti Swift Dzire,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
409,Maruti Swift Dzire,6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
410,Honda City,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
411,Toyota Innova,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
412,Maruti Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
413,Honda City,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
414,Maruti Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
415,Maruti Alto,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
416,Hyundai Creta,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
417,Mahindra Scorpio,5,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,950000
418,Maruti Swift,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
419,Toyota Innova,8,52000,Dealer,Diesel,Manual,12.99,2494,100.0,7,625000
420,Hyundai Creta,3,39000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1250000
421,Volkswagen Polo,11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
422,Maruti Alto,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,211000
423,Maruti Ertiga,6,51000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
424,Maruti Alto,10,55780,Dealer,Petrol,Manual,20.92,998,67.1,5,220000
425,Mahindra Scorpio,4,100000,Individual,Diesel,Manual,15.4,1997,120.0,7,880000
426,Hyundai i10,9,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
427,Mahindra Scorpio,4,20000,Individual,Diesel,Manual,15.4,2523,75.0,7,800000
428,Maruti Alto,14,52235,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
429,Maruti Alto,9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
430,Maruti Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,385000
431,Maruti Swift Dzire,8,138000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
432,Maruti Ciaz,4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000
433,Ford Ecosport,4,39884,Dealer,Diesel,Manual,23.0,1498,98.96,5,880000
434,Hyundai i10,12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
435,Honda Amaze,3,25000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
436,Honda Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
437,Mahindra Scorpio,7,80000,Individual,Diesel,Manual,12.05,2179,120.0,8,555000
438,Ford Ecosport,6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,570000
439,Renault KWID,3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,306000
440,Maruti Swift,9,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,300000
441,Maruti Ertiga,9,65000,Dealer,Diesel,Manual,20.77,1248,88.76,7,430000
442,Maruti Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
443,Honda City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
444,Maruti Swift Dzire,5,47000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
445,Honda City,7,144000,Individual,Diesel,Manual,26.0,1498,98.6,5,410000
446,Maruti Ciaz,5,20500,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
447,Hyundai i20,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,820000
448,Mahindra Scorpio,9,32208,Dealer,Diesel,Manual,14.0,2523,75.0,8,625000
449,Maruti Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
450,Maruti Alto,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
451,Maruti Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
452,Maruti Alto,16,40000,Individual,Petrol,Manual,19.7,796,46.3,5,121000
453,Maruti Swift Dzire,7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000
454,Hyundai Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
455,Maruti Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
456,Maruti Swift,2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
457,Honda Amaze,2,4717,Dealer,Petrol,Automatic,19.0,1199,88.76,5,785000
458,Maruti Ciaz,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,625000
459,Ford Ecosport,7,150000,Individual,Diesel,Manual,22.7,1498,89.84,5,470000
460,Maruti Swift,4,90000,Individual,Diesel,Manual,28.4,1248,74.0,5,620000
461,Honda City,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,570000
462,Toyota Innova,2,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1811000
463,Hyundai Creta,3,71000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
464,Ford Ecosport,6,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,525000
465,Maruti Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
466,Maruti Baleno,5,33000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000
467,Mahindra XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,585000
468,Maruti Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
469,Honda City,5,70333,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
470,Hyundai i20,4,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
471,Toyota Innova,9,25000,Individual,Diesel,Manual,12.99,2494,100.0,8,1050000
472,Maruti Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,568000
473,Mahindra Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1275000
474,Hyundai i20,6,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,475000
475,Volkswagen Polo,7,51000,Dealer,Diesel,Manual,20.14,1498,88.8,5,395000
476,Mahindra Scorpio,6,140000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
477,Toyota Innova,8,387000,Individual,Diesel,Manual,12.99,2494,100.6,8,700000
478,Maruti Vitara,4,36000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
479,Maruti Vitara,3,24525,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
480,Honda City,4,32440,Individual,Petrol,Manual,17.4,1497,117.6,5,785000
481,Hyundai i10,10,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
482,Toyota Innova,2,25000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
483,Maruti Swift,3,50000,Individual,Petrol,Manual,21.21,1197,81.8,5,540000
484,Honda City,10,60000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
485,Maruti Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
486,Honda City,7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
487,Mahindra Scorpio,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000
488,Maruti Ertiga,2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7,740000
489,Hyundai Verna,4,15000,Individual,Petrol,Automatic,15.74,1591,121.3,5,750000
490,Maruti Swift,6,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000
491,Hyundai i10,12,100000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000
492,Hyundai Verna,11,10000,Individual,Petrol,Manual,16.2,1599,103.2,5,370000
493,Honda City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000
494,Ford Figo,3,64000,Dealer,Diesel,Manual,24.4,1499,98.96,5,550000
495,Maruti Ciaz,6,37006,Dealer,Diesel,Manual,26.21,1248,88.5,5,525000
496,Maruti Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
497,Maruti Swift Dzire,12,94000,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000
498,Mahindra Scorpio,6,93469,Dealer,Diesel,Manual,15.4,2179,120.0,7,890000
499,Mahindra XUV500,3,20000,Individual,Diesel,Manual,16.0,2179,140.0,7,1500000
500,Maruti Wagon R,6,38546,Dealer,Petrol,Manual,20.51,998,67.04,5,330000
501,Ford Figo,6,34500,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000
502,Maruti Swift Dzire,3,43000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,610000
503,Maruti Baleno,3,20000,Individual,Petrol,Automatic,21.4,1197,83.1,5,834000
504,Ford Figo,10,100000,Individual,Diesel,Manual,20.0,1399,68.0,5,170000
505,Maruti Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
506,Honda City,7,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
507,Maruti Ertiga,2,25000,Individual,Petrol,Automatic,18.69,1462,103.0,7,900000
508,Hyundai Creta,3,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
509,Maruti Alto,17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
510,Maruti Wagon R,5,35000,Dealer,Petrol,Manual,21.5,1197,81.8,5,390000
511,Hyundai Verna,13,80000,Individual,Petrol,Manual,13.9,1599,103.2,5,130000
512,Maruti Swift Dzire,4,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
513,Maruti Swift,5,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,495000
514,Renault KWID,4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000
515,Maruti Alto,18,120000,Individual,Petrol,Manual,19.7,796,46.3,5,65000
516,Hyundai Grand,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,460000
517,Hyundai i20,7,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,450000
518,Maruti Wagon R,14,55000,Dealer,Petrol,Manual,18.9,1061,67.0,5,105000
519,Ford Ecosport,5,67000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
520,Renault KWID,4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000
521,Hyundai Creta,5,20699,Dealer,Petrol,Manual,15.29,1591,121.3,5,775000
522,Honda Amaze,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
523,Mahindra Scorpio,7,120000,Individual,Diesel,Manual,15.4,2523,75.0,9,750000
524,Maruti Swift,4,68791,Dealer,Diesel,Manual,25.2,1248,74.0,5,510000
525,Maruti Alto,2,10300,Individual,Petrol,Manual,24.7,796,47.3,5,300000
526,Maruti Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,1100000
527,Maruti Swift Dzire,7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000
528,Maruti Alto,5,25000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
529,Maruti Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000
530,Hyundai Verna,6,90000,Individual,Diesel,Manual,23.9,1582,126.2,5,525000
531,Hyundai Verna,9,96000,Individual,Diesel,Manual,22.32,1582,126.32,5,415000
532,Maruti Alto,6,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
533,Maruti Ertiga,4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,695000
534,Hyundai i10,13,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,160000
535,Hyundai i10,10,29000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
536,Maruti Wagon R,9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
537,Hyundai i20,3,12000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
538,Honda Amaze,5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
539,Ford Figo,10,10000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
540,Maruti Ciaz,4,40000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,770000
541,Maruti Swift,10,150000,Individual,Diesel,Manual,17.8,1248,75.0,5,200000
542,Ford Ecosport,4,40000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
543,Maruti Swift Dzire,8,65000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000
544,Hyundai i20,4,45000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
545,Maruti Swift,7,80000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000
546,Honda City,5,60000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000
547,Maruti Baleno,6,38819,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000
548,Maruti Baleno,4,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
549,Maruti Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
550,Mahindra Scorpio,7,70000,Individual,Diesel,Manual,14.0,2523,75.0,7,650000
551,Hyundai Verna,8,59867,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000
552,Volkswagen Polo,9,35000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
553,Honda Amaze,2,25000,Dealer,Petrol,Manual,18.6,1199,88.76,5,640000
554,Maruti Wagon R,16,90000,Individual,Petrol,Manual,14.0,1061,64.0,5,80000
555,Mahindra XUV500,8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,700000
556,Maruti Swift Dzire,5,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
557,Maruti Swift Dzire,7,78916,Individual,Diesel,Manual,23.4,1248,74.0,5,300000
558,Hyundai Verna,4,19000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000
559,Maruti Swift,13,75900,Individual,Petrol,Manual,16.1,1298,88.2,5,240000
560,Hyundai i20,4,33230,Dealer,Petrol,Manual,18.6,1197,81.83,5,655000
561,Ford Figo,6,58000,Individual,Petrol,Manual,18.16,1196,86.8,5,290000
562,Maruti Alto,18,90000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
563,Hyundai Grand,4,17000,Individual,Petrol,Manual,18.9,1197,82.0,5,425000
564,Maruti Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000
565,Maruti Vitara,4,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,884000
566,Honda City,8,74000,Dealer,Petrol,Manual,16.9,1497,100.0,5,580000
567,Maruti Wagon R,2,6000,Dealer,Petrol,Manual,20.52,1197,81.8,5,500000
568,Hyundai Grand,7,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,540000
569,Maruti Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,640000
570,Maruti Vitara,3,34000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,875000
571,Maruti Vitara,4,39000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
572,Honda City,12,66000,Dealer,Petrol,Manual,17.0,1497,118.0,5,262000
573,Maruti Ciaz,5,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5,591000
574,Hyundai i20,8,110000,Individual,Diesel,Manual,21.9,1396,88.76,5,350000
575,Maruti Ertiga,3,25000,Individual,Petrol,Manual,17.5,1373,91.1,7,720000
576,Hyundai Creta,3,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
577,Maruti Vitara,2,7980,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
578,Maruti Alto,5,30000,Individual,Petrol,Manual,22.74,796,47.3,5,225000
579,Maruti Swift,4,45000,Dealer,Diesel,Manual,28.4,1248,74.0,5,560000
580,Maruti Baleno,15,43000,Individual,Petrol,Manual,15.4,1590,94.0,5,120000
581,Honda City,9,51000,Dealer,Petrol,Manual,16.8,1497,116.3,5,440000
582,Maruti Wagon R,6,114183,Individual,Petrol,Manual,21.79,998,67.05,5,350000
583,Hyundai Grand,1,15000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
584,Honda City,12,75000,Dealer,Petrol,Manual,17.0,1497,118.0,5,260000
585,Hyundai Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,405000
586,Toyota Innova,2,29250,Dealer,Diesel,Manual,13.68,2393,147.8,8,1950000
587,Mahindra XUV500,5,100000,Individual,Diesel,Automatic,16.0,1997,140.0,7,1180000
588,Mahindra Scorpio,4,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,970000
589,Maruti Swift Dzire,13,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,165000
590,Honda City,5,55000,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
591,Maruti Vitara,5,70000,Dealer,Diesel,Manual,24.3,1248,88.5,5,680000
592,Maruti Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,500000
593,Hyundai i10,9,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
594,Maruti Wagon R,10,53000,Dealer,Petrol,Manual,20.51,998,67.04,5,275000
595,Hyundai Verna,8,58000,Dealer,Diesel,Manual,22.32,1582,126.3,5,360000
596,Hyundai i20,2,15000,Dealer,Petrol,Manual,18.6,1197,81.86,5,620000
597,Hyundai Grand,6,55000,Dealer,Petrol,Manual,18.9,1197,82.0,5,360000
598,Maruti Swift Dzire,4,46122,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
599,Maruti Vitara,5,74962,Dealer,Diesel,Manual,24.3,1248,88.5,5,681000
600,Maruti Ertiga,8,60000,Dealer,Diesel,Manual,20.77,1248,88.8,7,400000
601,Maruti Vitara,5,84000,Individual,Diesel,Manual,24.3,1248,88.5,5,525000
602,Honda City,7,46000,Individual,Diesel,Manual,26.0,1498,98.6,5,501000
